Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,HS_ID,Produkt_HS6,Produkt_HS4,Produkt_HS2,OEC ID,EU_Import_2022,CZ_Import_2022,Komplexita_vyrobku_2022,Svet_export_2022,Svet_export_2021,EU_export_2021,EU_export_2022,EU_svetovy_podil_2021,EU_svetovy_podil_2022,CZ_svetovy_podil_2021,CZ_svetovy_podil_2022,CZ_EU_podil_2021,CZ_EU_podil_2022,CZ_export_2021,CZ_export_2022,Pribuznost_CZ_2022,Vyhoda_CZ_2022,Koncentrace_trhu_2021,Koncentrace_trhu_2022,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR_2022_30_FORECAST,Svet_2023_export,Svet_2024_export,Svet_2025_export,Svet_2026_export,Svet_2027_export,Svet_2028_export,Svet_2029_export,Svet_2030_export,CZ_2023_export,CZ_2024_export,CZ_2025_export,CZ_2026_export,CZ_2027_export,CZ_2028_export,CZ_2029_export,CZ_2030_export,CZ_Total_Export_25_30,EU_2023_export,EU_2024_export,Eu_2025_export,EU_2026_export,EU_2027_export,EU_2028_export,EU_2029_export,EU_2030_export,EU_Total_Export_25_30
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,860800,"Sigls etc for rail, tram, water-way, port, airfield",Railway Track Fixtures,Railway and trams,17860800,290734495,3832758,0.522421472,995244567,1008339041,516189859,458155074,0.511921,0.460344,0.013341,0.012003,0.026062,0.026073,13452724,11945576,0.346468499,1.200053127,0.059948123,0.06504619,,N,0.0400,1035054349.6800,1076456523.6672,1119514784.6139,1164295375.9984,1210867191.0384,1259301878.6799,1309673953.8271,1362060911.9802,13116272.2505,13640923.1406,14186560.0662,14754022.4688,15344183.3676,15957950.7023,16596268.7304,17260119.4796,94099104.8148,503173630.8041,523300576.0362,544232599.0777,566001903.0408,588641979.1624,612187658.3289,636675164.6621,662142171.2486,3609881475.5206
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,851629,Electric space heating nes and soil heating apparatus,Electric Heaters,Electrical machinery and electronics,16851629,1916501033,62753654,0.26934385,4648227831,4444904419,1003973100,1009651601,0.225871,0.217212,0.009925,0.011945,0.043942,0.054992,44116955,55523127,0.340553189,1.194289745,0.326984713,0.364209825,,N,0.0400,4834156944.2400,5027523222.0096,5228624150.8900,5437769116.9256,5655279881.6026,5881491076.8667,6116750719.9414,6361420748.7390,52862225.1836,54976714.1909,57175782.7586,59462814.0689,61841326.6317,64314979.6969,66887578.8848,69563082.0402,379245564.0810,1070965727.6264,1113804356.7314,1158356531.0007,1204690792.2407,1252878423.9303,1302993560.8875,1355113303.3230,1409317835.4560,7683350446.8382
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,841990,"Parts, laboratory/industrial heating/cooling machiner",Other Heating Machinery,"Machinery, mechanical appliances, & parts",16841990,2231490747,51273724,0.880341547,7385605561,6771446637,3058537066,3039376012,0.451681,0.411527,0.012015,0.010738,0.026601,0.026094,81359536,79308231,0.355592513,1.073631749,0.05903515,0.078346755,,N,0.0400,7681029783.4400,7988270974.7776,8307801813.7687,8640113886.3195,8985718441.7722,9345147179.4431,9718953066.6209,10107711189.2857,87384409.4829,90879785.8622,94514977.2967,98295576.3885,102227399.4441,106316495.4218,110569155.2387,114991921.4483,626915525.2380,3315164991.9543,3447771591.6325,3585682455.2978,3729109753.5097,3878274143.6501,4033405109.3961,4194741313.7720,4362530966.3228,23783743741.9485
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,871639,Trailers nes for the transport of goods,"Trailers and semi-trailers, not mechanically propelled vehicles","Cars, tractors, trucks & parts thereof.",17871639,5785892387,172345653,0.503427486,14131752833,11606200939,6362017339,6847630878,0.548157,0.484556,0.010452,0.009998,0.019067,0.020633,121302567,141290206,0.341824723,0.999629855,0.093493532,0.137976899,,N,0.0400,14697022946.3200,15284903864.1728,15896300018.7397,16532152019.4893,17193438100.2689,17881175624.2796,18596422649.2508,19340279555.2209,150274101.3787,156285065.4338,162536468.0512,169037926.7732,175799443.8442,182831421.5979,190144678.4618,197750465.6003,1078100404.3286,7588904192.9065,7892460360.6227,8208158775.0477,8536485126.0496,8877944531.0915,9233062312.3352,9602384804.8286,9986480197.0218,54444515746.3743
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,320910,"Acrylic & vinyl polymer based paint, varnish, in wate",Aqueous Paints,"Paints, dyes, & varnishes",6320910,1865324748,66012932,-0.147180886,4248585513,4340177245,2671266049,2506123721,0.615474,0.589872,0.010430,0.009734,0.016946,0.016501,45268571,41354073,0.320084624,0.973188837,0.087627386,0.088411943,,N,0.0400,4418528933.5200,4595270090.8608,4779080894.4952,4970244130.2750,5169053895.4860,5375816051.3055,5590848693.3577,5814482641.0920,44547012.2304,46328892.7196,48182048.4284,50109330.3655,52113703.5802,54198251.7234,56366181.7923,58620829.0640,319590344.9537,2662929071.1786,2769446234.0257,2880224083.3868,2995433046.7222,3115250368.5911,3239860383.3348,3369454798.6682,3504232990.6149,19104455671.3180
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,940510,Chandeliers,Light Fixtures,"Furniture, bedding, lamps, & prefab buildings",20940510,6677408551,160892161,0.454254677,19943057446,21352954511,5515898682,5054758448,0.258320,0.253460,0.008019,0.008721,0.031042,0.034407,171222908,173921496,0.327298189,0.871936213,0.395941848,0.368615263,,N,0.0400,20740779743.8400,21570410933.5936,22433227370.9373,23330556465.7748,24263778724.4058,25234329873.3821,26243703068.3174,27293451191.0500,173596209.4235,180540057.8004,187761660.1125,195272126.5169,203083011.5776,211206332.0407,219654585.3224,228440768.7353,1245418484.3054,5307355191.2534,5519649398.9035,5740435374.8596,5970052789.8540,6208854901.4482,6457209097.5061,6715497461.4064,6984117359.8626,38076166984.9370
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,850220,"Generating sets, with spark ignition engines",Electric Generating Sets,Electrical machinery and electronics,16850220,1267545048,46872673,0.672085971,5665815832,5126721805,1535819705,1739967473,0.299571,0.307099,0.006138,0.008226,0.020489,0.026788,31467070,46609382,0.305006321,0.822496548,0.153605411,0.185969424,,N,0.0400,5892448465.2800,6128146403.8912,6373272260.0469,6628203150.4487,6893331276.4667,7169064527.5253,7455827108.6264,7754060192.9714,42320372.8670,44013187.7817,45773715.2930,47604663.9047,49508850.4609,51489204.4793,53548772.6585,55690723.5648,303615930.3610,1787387877.8611,1858883392.9756,1933238728.6946,2010568277.8424,2090991008.9561,2174630649.3143,2261615875.2869,2352080510.2984,12823125050.3927
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,853080,"Electric sigl, safety & traffic controls, nes",Traffic Sigls,Electrical machinery and electronics,16853080,373852805,3951012,0.506587421,996684917,1087792597,591215711,523559556,0.543500,0.525301,0.009091,0.007848,0.016727,0.014939,9889536,7821657,0.328879125,0.784628491,0.068879819,0.077165205,,N,0.0400,1036552313.6800,1078014406.2272,1121134982.4763,1165980381.7753,1212619597.0464,1261124380.9282,1311569356.1653,1364032130.4120,8779107.1932,9130271.4810,9495482.3402,9875301.6338,10270313.6992,10681126.2471,11108371.2970,11552706.1489,62983301.3662,553934267.3935,576091638.0893,599135303.6129,623100715.7574,648024744.3877,673945734.1632,700903563.5297,728939706.0709,3974049767.5217
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,320990,"Polymer based paints & varnishes nes, aqueous medium",Aqueous Paints,"Paints, dyes, & varnishes",6320990,1351866748,115108291,0.007603344,3212873407,3207906861,1817247642,1745540999,0.566490,0.543296,0.005994,0.007079,0.010581,0.013030,19227962,22744223,0.303066554,0.707783907,0.066432131,0.0647602,,N,0.0400,3341388343.2800,3475043877.0112,3614045632.0917,3758607457.3753,3908951755.6703,4065309825.8971,4227922218.9330,4397039107.6904,21841016.1413,22714656.7870,23623243.0585,24568172.7808,25550899.6920,26572935.6797,27635853.1069,28741287.2312,156692391.5492,1854113113.0046,1928277637.5247,2005408743.0257,2085625092.7468,2169050096.4566,2255812100.3149,2346044584.3275,2439886367.7006,13301826984.5720
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,940540,"Electric lamps, nes",Light Fixtures,"Furniture, bedding, lamps, & prefab buildings",20940540,7328661086,161765414,-0.514936461,24495179802,25295341586,5283652037,4479731987,0.208878,0.182882,0.006410,0.007075,0.030690,0.038688,162154346,173310408,0.264561835,0.707403502,0.447287035,0.463640708,,N,0.0400,25474986994.0800,26493986473.8432,27553745932.7969,28655895770.1088,29802131600.9132,30994216864.9497,32233985539.5477,33523344961.1296,171774388.4865,178645364.0259,185791178.5870,193222825.7305,200951738.7597,208989808.3101,217349400.6425,226043376.6682,1232348328.6978,4990048679.9797,5189650627.1789,5397236652.2661,5613126118.3567,5837651163.0910,6071157209.6146,6314003497.9992,6566563637.9192,35799738279.2467
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,847989,Machines and mechanical appliances nes,Machinery Having Individual Functions,"Machinery, mechanical appliances, & parts",16847989,22994047945,795787767,1.604718755,1.40759E+11,79402325034,24159974641,40180475645,0.304273,0.285456,0.009862,0.005252,0.032412,0.018400,783062032,739306027,0.287259536,0.525136365,0.028453394,0.108520709,,N,0.0400,146389081144.8000,152244644390.5920,158334430166.2160,164667807372.8640,171254519667.7790,178104700454.4900,185228888472.6700,192638044011.5760,1106280284.7543,1150531496.1444,1196552755.9902,1244414866.2298,1294191460.8790,1345959119.3142,1399797484.0867,1455789383.4502,7936705069.9501,43164961478.8664,44891559938.0210,46687222335.5418,48554711228.9635,50496899678.1221,52516775665.2469,54617446691.8568,56802144559.5311,309675200159.2620
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,841280,Engines and motors nes,Other Engines,"Machinery, mechanical appliances, & parts",16841280,370551671,7468764,-0.378606711,1037071104,955659478,401979980,354310661,0.420631,0.341645,0.001328,0.005230,0.003157,0.015309,1269051,5424202,0.310576244,0.522938376,0.079140228,0.096702195,,N,0.0400,1078553948.1600,1121696106.0864,1166563950.3299,1213226508.3431,1261755568.6768,1312225791.4238,1364714823.0808,1419303416.0040,3536708.3025,3678176.6346,3825303.7000,3978315.8480,4137448.4819,4302946.4212,4475064.2780,4654066.8492,25373145.5783,411078144.2514,427521270.0215,444622120.8223,462407005.6552,480903285.8814,500139417.3167,520144994.0093,540950793.7697,2949167617.4547
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,450490,Articles of agglomerated cork,Agglomerated Cork,Cork & cork articles,9450490,84558379,1994832,,165086878,201987051,109548664,114286470,0.542355,0.692281,0.001933,0.004332,0.003564,0.006257,390404,715093,0.298358038,0.433085023,0.197890897,0.14448623,,N,0.0400,171690353.1200,178557967.2448,185700285.9346,193128297.3720,200853429.2669,208887566.4375,217243069.0950,225932791.8588,537771.3741,559282.2291,581653.5182,604919.6589,629116.4453,654281.1031,680452.3472,707670.4411,3858093.5140,105987515.3390,110227015.9525,114636096.5906,119221540.4542,123990402.0724,128950018.1553,134108018.8815,139472339.6368,760378415.7908
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,732113,"Cooking appliances for solid fuel, iron or steel",Iron Stovetops,Iron or steel articles,15732113,474210808,13349979,-0.746683048,1337547511,1675253046,224607600,236379576,0.134074,0.176726,0.002112,0.003359,0.015753,0.019009,3538212,4493304,0.281646603,0.335876623,0.807219245,0.450489334,,N,0.0400,1391049411.4400,1446691387.8976,1504559043.4135,1564741405.1500,1627331061.3561,1692424303.8103,1760121275.9627,1830526127.0012,3805498.4624,3957718.4009,4116027.1369,4280668.2224,4451894.9513,4629970.7493,4815169.5793,5007776.3625,27301507.0016,216169043.9569,224815805.7152,233808437.9438,243160775.4615,252887206.4800,263002694.7392,273522802.5288,284463714.6299,1550845631.7831
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,732111,"Cooking appliances for gas fuel, etc, iron or steel",Iron Stovetops,Iron or steel articles,15732111,1454332353,14913443,-0.540301191,6464295347,7588862634,1206345261,1075973146,0.158963,0.166449,0.002917,0.003181,0.018352,0.019109,22139407,20560896,0.276845716,0.318012388,0.36785027,0.288893793,,N,0.0400,6722867160.8800,6991781847.3152,7271453121.2078,7562311246.0561,7864803695.8984,8179395843.7343,8506571677.4837,8846834544.5830,20498161.2711,21318087.7220,22170811.2309,23057643.6801,23979949.4273,24939147.4044,25936713.3006,26974181.8326,147058446.8759,1093848224.6641,1137602153.6507,1183106239.7967,1230430489.3886,1279647708.9641,1330833617.3227,1384066962.0156,1439429640.4962,7847514657.9840
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,220710,Undetured ethyl alcohol > 80% by volume,Alcohol > 80% ABV,"Beverages, spirits, & vinegar",4220710,6561628060,44880913,-0.91133058,10963029798,8433877239,4260424068,5090016628,0.505156,0.464289,0.007106,0.003050,0.014066,0.006569,59928272,33434184,0.307386766,0.304918185,0.046927456,0.085585724,,N,0.0400,11401550989.9200,11857613029.5168,12331917550.6975,12825194252.7254,13338202022.8344,13871730103.7478,14426599307.8977,15003663280.2136,57893553.3950,60209295.5308,62617667.3520,65122374.0461,67727269.0079,70436359.7683,73253814.1590,76183966.7253,415341451.0587,5526589847.6286,5747653441.5337,5977559579.1951,6216661962.3629,6465328440.8574,6723941578.4917,6992899241.6313,7272615211.2966,39649006013.8348
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,940520,Electric lamps,Light Fixtures,"Furniture, bedding, lamps, & prefab buildings",20940520,1675818988,25161796,-0.624943109,4081490022,5374267718,972961176,926954416,0.181041,0.227112,0.003127,0.002906,0.017275,0.012794,16807809,11859606,0.241474757,0.290519117,0.984576636,0.48835048,,N,0.0400,4244749622.8800,4414539607.7952,4591121192.1070,4774766039.7913,4965756681.3829,5164386948.6383,5370962426.5838,5585800923.6471,12804638.1123,13316823.6368,13849496.5823,14403476.4455,14979615.5034,15578800.1235,16201952.1284,16850030.2136,91863370.9967,866252512.4533,900902612.9514,936938717.4694,974416266.1682,1013392916.8150,1053928633.4876,1096085778.8271,1139929209.9801,6214691522.7474
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,853931,"Fluorescent lamps, hot cathode",Electric Filament,Electrical machinery and electronics,16853931,264813426,4662439,0.032785147,874241018,974407598,287202434,255330415,0.294746,0.292060,0.001005,0.001972,0.003411,0.006753,979765,1724314,0.286036059,0.197200662,0.451705949,0.368477905,,N,0.0400,909210658.7200,945579085.0688,983402248.4716,1022738338.4104,1063647871.9468,1106193786.8247,1150441538.2977,1196459199.8296,1353748.0803,1407898.0035,1464213.9237,1522782.4806,1583693.7799,1647041.5310,1712923.1923,1781440.1200,9712095.0275,266764774.5675,277435365.5502,288532780.1722,300074091.3791,312077055.0343,324560137.2356,337542542.7251,351044244.4341,1913830850.9804
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,903110,"Machines for balancing mechanical parts, nes",Other Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18903110,137949726,10674648,1.033181926,486394005,573814980,220955353,172946038,0.385064,0.355568,0.002452,0.001473,0.006369,0.004144,1407193,716606,0.299422555,0.147304298,0.17753382,0.143855651,,N,0.0400,505849765.2000,526083755.8080,547127106.0403,569012190.2819,591772677.8932,615443585.0089,640061328.4093,665663781.5457,992894.5010,1032610.2811,1073914.6923,1116871.2800,1161546.1312,1208007.9765,1256328.2955,1306581.4273,7123249.8028,187324145.7240,194817111.5529,202609796.0150,210714187.8556,219142755.3699,227908465.5847,237024804.2080,246505796.3764,1343905805.4096
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,284700,Hydrogen peroxide,Hydrogen peroxide,Inorganic chemicals,6284700,453388331,13388143,0.170142318,1198742454,963367323,503619470,603374796,0.522770,0.503340,0.001010,0.001264,0.001932,0.002511,972961,1515255,0.284292625,0.126381362,0.035708662,0.05224795,,N,0.0400,1246692152.1600,1296559838.2464,1348422231.7763,1402359121.0473,1458453485.8892,1516791625.3248,1577463290.3378,1640561821.9513,1417486.2573,1474185.7076,1533153.1359,1594479.2613,1658258.4318,1724588.7691,1793572.3198,1865315.2126,10169367.1306,639621479.7664,665206338.9570,691814592.5153,719487176.2159,748266663.2646,778197329.7952,809325222.9870,841698231.9065,4588789216.6844
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,860390,Railway cars except exterl electric,Self-Propelled Rail Transport,Railway and trams,17860390,350481330,537,1.542673292,746084597,658264019,464910217,325774234,0.706267,0.436645,0.012997,0.001172,0.018402,0.002685,8555421,874763,0.319283258,0.117226426,0.175224008,0.13566879,,N,0.0400,775927980.8800,806965100.1152,839243704.1198,872813452.2846,907725990.3760,944035029.9910,981796431.1907,1021068288.4383,5497223.2581,5717112.1885,5945796.6760,6183628.5430,6430973.6848,6688212.6322,6955741.1374,7233970.7829,39438323.4563,443408802.5014,461145154.6015,479590960.7856,498774599.2170,518725583.1857,539474606.5131,561053590.7736,583495734.4046,3181115074.8795
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Agglomerated Cork,Cork & cork articles,9450410,557960062,8717110,-0.57723209,922037075,956286485,897848703,857314975,0.938891,0.929805,0.000860,0.001040,0.000916,0.001118,822153,958469,0.251513233,0.10393286,0.456256833,0.409167117,,N,0.0400,958918558.0000,997275300.3200,1037166312.3328,1078652964.8261,1121799083.4192,1166671046.7559,1213337888.6262,1261871404.1712,910611.8227,947036.2956,984917.7474,1024314.4573,1065287.0356,1107898.5170,1152214.4577,1198303.0360,6532935.2512,895963753.2276,931802303.3567,969074395.4909,1007837371.3106,1048150866.1630,1090076900.8095,1133679976.8419,1179027175.9156,6427846686.5314
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,890790,"Buoys, beacons, coffer-dams, pontoons, floats nes",Other Floating Structures,"Ships, boats, & floating structures",17890790,133536329,679028,-0.600624652,891407418,812331263,251895684,230853337,0.310090,0.258976,0.000268,0.000247,0.000863,0.000953,217446,220023,0.289972754,0.024678288,0.059276002,0.081910767,,N,0.0400,927063714.7200,964146263.3088,1002712113.8412,1042820598.3948,1084533422.3306,1127914759.2238,1173031349.5928,1219952603.5765,238490.8338,248030.4671,257951.6858,268269.7533,279000.5434,290160.5651,301766.9877,313837.6672,1710987.2026,263780261.9302,274331472.4074,285304731.3037,296716920.5559,308585597.3781,320929021.2732,333766182.1241,347116829.4091,1892419282.0441
9. Generic industrial goods (no change),99. Generic industrial goods,OUT,LSE Navigator,OUT,290511,Methyl alcohol,Acyclic Alcohols,Organic chemicals,6290511,3518336325,47978900,-1.265487846,12328715102,12793223532,1300774374,1375064125,0.101677,0.111533,0.000068,0.000235,0.000668,0.002103,868675,2892308,0.269790746,0.023455782,0.0789143,0.077076606,,N,0.0400,12821863706.0800,13334738254.3232,13868127784.4961,14422852895.8760,14999767011.7110,15599757692.1795,16223747999.8666,16872697919.8613,1939310.0108,2016882.4113,2097557.7077,2181460.0160,2268718.4167,2359467.1533,2453845.8395,2551999.6731,13913048.8063,1366876553.0105,1421551615.1310,1478413679.7362,1537550226.9256,1599052236.0027,1663014325.4428,1729534898.4605,1798716294.3989,9806281660.9667
02. Green energy,02a. Green energy production,Solar energy,"""Technology Evolution of China’s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products",IN,280461,"Silicon, >99.99% pure",Hydrogen,Inorganic chemicals,6280461,308761234,18633052,1.800806655,5978427687,4652761603,1663211635,2275165823,0.357468,0.380563,0.000050,0.000220,0.000140,0.000577,232948,1312447,0.27091104,0.021949164,0.127985808,0.233750041,0.1200,Y,0.1200,6695839009.4400,7499339690.5728,8399260453.4415,9407171707.8545,10536032312.7971,11800356190.3327,13216398933.1726,14802366805.1534,902589.2997,1010900.0157,1132208.0176,1268072.9797,1420241.7372,1590670.7457,1781551.2352,1995337.3834,9188082.0988,2470865691.3864,2767369574.3528,3099453923.2751,3471388394.0681,3887955001.3563,4354509601.5190,4877050753.7013,5462296844.1455,25152654518.0652
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,700991,"Glass mirrors, unframed",Glass Mirrors,Glass & glassware,13700991,410207081,9331544,-0.146502204,1227878322,1207423712,325424738,333318572,0.269520,0.271459,0.047013,0.044417,0.174431,0.163624,56764154,54538987,0.32790548,4.440940227,0.273977007,0.273885129,0.1200,Y,0.1200,1375223720.6400,1540250567.1168,1725080635.1708,1932090311.3913,2163941148.7583,2423614086.6093,2714447777.0024,3040181510.2427,62868268.8696,70412461.1339,78861956.4700,88325391.2464,98924438.1959,110795370.7794,124090815.2730,138981713.1057,639979685.0705,371983491.4760,416621510.4531,466616091.7075,522610022.7124,585323225.4379,655562012.4904,734229453.9893,822336988.4680,3786677794.8056
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,900290,"Mounted lenses, prisms, mirrors, optical elements nes",Mirrors and Lenses,"Optical, photo, & film equipment; medical instruments",18900290,850784618,12700964,1.53658824,3118947992,3245784781,782215994,732098257,0.240994,0.234726,0.010213,0.007104,0.042378,0.030265,33148541,22157252,0.267725783,0.710282242,0.108873779,0.100400259,0.1200,Y,0.1200,3493221751.0400,3912408361.1648,4381897364.5046,4907725048.2451,5496652054.0345,6156250300.5187,6895000336.5809,7722400376.9706,30245843.3898,33875344.5966,37940385.9482,42493232.2620,47592420.1334,53303510.5494,59699931.8154,66863923.6332,307893404.3417,830898484.4414,930606302.5743,1042279058.8832,1167352545.9492,1307434851.4631,1464327033.6387,1640046277.6754,1836851830.9964,8458291598.6061
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,900190,"Prisms, mirrors and optical elements nes, unmounted",Optical Fibers and optical fibre bundles,"Optical, photo, & film equipment; medical instruments",18900190,1690543491,66829810,0.910996219,9693196547,9525810015,1071491939,1119078523,0.112483,0.115450,0.007442,0.006376,0.066159,0.055223,70889257,61799072,0.276393961,0.637438261,0.154643665,0.167679433,0.1200,Y,0.1200,10856380132.6400,12159145748.5568,13618243238.3836,15252432426.9897,17082724318.2284,19132651236.4158,21428569384.7857,23999997710.9600,75003033.0394,84003397.0042,94083804.6447,105373861.2020,118018724.5463,132180971.4918,148042688.0708,165807810.6393,763507860.5949,1237263219.1869,1385734805.4894,1552022982.1481,1738265740.0059,1946857628.8066,2180480544.2634,2442138209.5750,2735194794.7240,12594959899.5228
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,903289,Automatic regulating/controlling equipment nes,Thermostats,"Optical, photo, & film equipment; medical instruments",18903289,5613257099,267721784,0.806248653,22706550657,21784848109,6440884824,6028324843,0.295659,0.265488,0.006100,0.006190,0.020632,0.023316,132886069,140555886,0.335559644,0.618900829,0.075709942,0.082331651,0.1200,Y,0.1200,25431336735.8400,28483097144.1408,31901068801.4377,35729197057.6102,40016700704.5235,44818704789.0663,50196949363.7542,56220583287.4048,156275995.0583,175029114.4653,196032608.2012,219556521.1853,245903303.7276,275411700.1749,308461104.1958,345476436.6993,1590841674.1841,7135362782.0501,7991606315.8962,8950599073.8037,10024670962.6601,11227631478.1794,12574947255.5609,14083940926.2282,15774013837.3756,72635803533.8078
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,901390,Parts and accessories of optical appliances nes,LCDs,"Optical, photo, & film equipment; medical instruments",18901390,566902134,8352496,0.941169725,3570602794,5709137090,779784851,717604676,0.136585,0.200976,0.001178,0.003934,0.008625,0.019574,6725743,14046292,0.275836423,0.393317568,0.357405696,0.113516707,0.1200,Y,0.1200,3999075129.2800,4478964144.7936,5016439842.1688,5618412623.2291,6292622138.0166,7047736794.5786,7893465209.9280,8840681035.1194,10221511.6880,11448093.0905,12821864.2614,14360487.9728,16083746.5295,18013796.1131,20175451.6466,22596505.8442,104051852.3676,674966283.9273,755962237.9986,846677706.5584,948279031.3454,1062072515.1069,1189521216.9197,1332263762.9500,1492135414.5040,6870949647.3844
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,854140,Photosensitive/photovoltaic/LED semiconductor devices,Semiconductor Devices,Electrical machinery and electronics,16854140,27378221704,567597162,0.758610922,87700542967,71973232179,8047723127,10352161713,0.111816,0.118040,0.001637,0.003021,0.014638,0.025596,117803710,264978992,0.262907579,0.302087221,0.172668566,0.278281575,0.1200,Y,0.1200,98224608123.0400,110011561097.8050,123212948429.5410,137998502241.0860,154558322510.0170,173105321211.2190,193877959756.5650,217143314927.3530,228773837.9160,256226698.4659,286973902.2818,321410770.5556,359980063.0223,403177670.5850,451558991.0552,505746069.9818,2328847467.4817,11288727519.8240,12643374822.2029,14160579800.8672,15859849376.9713,17763031302.2079,19894595058.4728,22281946465.4896,24955780041.3483,114915782045.3570
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,700992,"Glass mirrors, framed",Glass Mirrors,Glass & glassware,13700992,650382974,11804056,0.045390639,2627241849,2609678031,390243445,393303640,0.149537,0.149702,0.001558,0.001817,0.010422,0.012139,4066934,4774273,0.273494171,0.181689734,0.505152218,0.513736707,0.1200,Y,0.1200,2942510870.8800,3295612175.3856,3691085636.4319,4134015912.8037,4630097822.3401,5185709561.0210,5807994708.3435,6504954073.3447,4966403.9785,5562372.4560,6229857.1507,6977440.0088,7814732.8098,8752500.7470,9802800.8366,10979136.9370,50556468.4898,440257174.4455,493088035.3789,552258599.6244,618529631.5793,692753187.3688,775883569.8531,868989598.2355,973268350.0237,4481682936.6849
02. Green energy,02a. Green energy production,Solar energy,LSE Navigator,IN,901380,"Optical devices, appliances and instruments, nes",LCDs,"Optical, photo, & film equipment; medical instruments",18901380,740374352,9761803,1.195393988,9560817880,46179261280,574466616,420814091,0.012440,0.044014,0.000161,0.000885,0.012931,0.020111,7428646,8463024,0.250818474,0.088502129,8.598685474,0.232110064,0.1200,Y,0.1200,10708116025.6000,11993089948.6720,13432260742.5126,15044132031.6142,16849427875.4079,18871359220.4568,21135922326.9116,23672233006.1410,5600576.2007,6272645.3447,7025362.7861,7868406.3204,8812615.0789,9870128.8884,11054544.3550,12381089.6776,57012147.1063,302259979.0989,338531176.5907,379154917.7816,424653507.9154,475611928.8653,532685360.3291,596607603.5686,668200515.9968,3076913834.4568
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,761290,"Aluminium casks, drums, boxes etc, capacity <300 litr",Aluminium Cans,Aluminum articles,15761290,2893454538,61405616,-0.183495735,7120555514,6419788195,2741489196,3075202262,0.427037,0.431877,0.046906,0.049553,0.109841,0.114740,301126582,352847332,0.34164641,4.954458032,0.032278998,0.040988207,,N,0.0400,7405377734.5600,7701592843.9424,8009656557.7001,8330042820.0081,8663244532.8084,9009774314.1208,9370165286.6856,9744971898.1530,357158934.8753,371445292.2703,386303103.9611,401755228.1196,417825437.2443,434538454.7341,451919992.9235,469996792.6404,2562339009.6230,3180291535.8934,3307503197.3291,3439803325.2223,3577395458.2311,3720491276.5604,3869310927.6228,4024083364.7277,4185046699.3168,22816131051.6811
